RecipeId,id,score,[features]
97597,d756f15a-c9b6-42e9-a72d-533405b6fb66,3,"queryMatchName=0.0,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=1.7937428,queryMatchKeywords=0.0,queryMatchInstructions=1.2673451,queryMatchReviews=1.9923214,queryMatchAuthorName=0.0,recency=0.05439093,rating=0.9,reviewCount=6.529546E-4,keywordCount=0.09375,ingredientCount=0.36363637,instructionCount=0.12149532,imageCount=0.0,originalScore=27.791489"
206829,9e69622e-832a-479b-84f3-9d98ed78bd39,3,"queryMatchName=2.3292534,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=2.3794868,queryMatchAuthorName=0.0,recency=0.06271722,rating=0.9,reviewCount=0.0013059092,keywordCount=0.125,ingredientCount=0.29545456,instructionCount=0.084112145,imageCount=0.0,originalScore=32.79273"
281405,a4af340a-564b-4eff-9370-45a9cc933bec,2,"queryMatchName=2.3292534,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=1.0544705,queryMatchKeywords=0.0,queryMatchInstructions=1.4060385,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.06692282,rating=0.0,reviewCount=0.0,keywordCount=0.1875,ingredientCount=0.45454547,instructionCount=0.12149532,imageCount=0.0,originalScore=32.79273"
242428,8e3cf5bd-7147-4b8c-bf85-5d60ab8d8e04,3,"queryMatchName=0.0,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=2.5275364,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.064757526,rating=0.8,reviewCount=9.794319E-4,keywordCount=0.1875,ingredientCount=0.25,instructionCount=0.028037382,imageCount=0.0021141649,originalScore=26.731539"
338484,c6158d9d-d620-4255-83df-bdf3d6917751,3,"queryMatchName=0.0,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=1.8230656,queryMatchKeywords=0.0,queryMatchInstructions=1.1746498,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.07080391,rating=1.0,reviewCount=6.529546E-4,keywordCount=0.09375,ingredientCount=0.3409091,instructionCount=0.13084112,imageCount=0.0042283298,originalScore=24.792593"
367229,92d9f18f-e1ae-4a26-9323-666988b15159,2,"queryMatchName=2.0680141,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=1.5409468,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.07297642,rating=1.0,reviewCount=3.264773E-4,keywordCount=0.25,ingredientCount=0.22727273,instructionCount=0.028037382,imageCount=0.0,originalScore=29.114832"
155693,0413f9c6-b79e-44da-8a4d-6b76609a1a07,3,"queryMatchName=0.0,queryMatchDescription=1.4009461,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=2.2849333,queryMatchAuthorName=0.0,recency=0.059218846,rating=1.0,reviewCount=6.529546E-4,keywordCount=0.28125,ingredientCount=0.18181819,instructionCount=0.04672897,imageCount=0.0,originalScore=22.547407"
131207,5c7751d2-ce04-4c2b-ae03-385a05f41b41,3,"queryMatchName=1.8594644,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.98031616,queryMatchKeywords=0.0,queryMatchInstructions=2.1473424,queryMatchReviews=2.203665,queryMatchAuthorName=0.0,recency=0.057354923,rating=0.9,reviewCount=0.0013059092,keywordCount=0.125,ingredientCount=0.4318182,instructionCount=0.09345794,imageCount=0.0084566595,originalScore=26.178734"
142292,3d05154e-998f-463c-9a94-90e27327eea2,3,"queryMatchName=2.0680141,queryMatchDescription=2.3665507,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=1.3759233,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.0581748,rating=1.0,reviewCount=3.264773E-4,keywordCount=0.15625,ingredientCount=0.29545456,instructionCount=0.06542056,imageCount=0.0,originalScore=29.114832"
456461,7c923ce2-5c61-4208-9d8d-b489ed5f823f,3,"queryMatchName=0.0,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=1.1332077,queryMatchReviews=1.8038108,queryMatchAuthorName=0.0,recency=0.08591807,rating=1.0,reviewCount=6.529546E-4,keywordCount=0.125,ingredientCount=0.4318182,instructionCount=0.037383176,imageCount=0.0021141649,originalScore=22.279669"
