RecipeId,id,score,[features]
95313,25fc79bd-2856-4346-803d-6b7af816941e,4,"queryMatchName=2.7947865,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=2.975183,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=3.9172204,queryMatchAuthorName=0.0,recency=0.054117694,rating=1.0,reviewCount=0.0029382957,keywordCount=0.34375,ingredientCount=0.11363637,instructionCount=0.018691588,imageCount=0.0084566595,originalScore=13.973931"
68393,12ac6d36-91ef-4c22-bcbe-f2a1d32e814d,5,"queryMatchName=2.7947865,queryMatchDescription=3.306036,queryMatchCategory=0.0,queryMatchIngredients=3.3489547,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=3.5102534,queryMatchAuthorName=0.0,recency=0.051543556,rating=0.9,reviewCount=0.0065295463,keywordCount=0.4375,ingredientCount=0.06818182,instructionCount=0.018691588,imageCount=0.0021141649,originalScore=13.973931"
68832,36e668fc-bbc6-429a-a62a-7e4ab158860a,5,"queryMatchName=2.7947865,queryMatchDescription=3.306036,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=3.4930806,queryMatchAuthorName=0.0,recency=0.051601652,rating=1.0,reviewCount=0.006203069,keywordCount=0.46875,ingredientCount=0.1590909,instructionCount=0.07476635,imageCount=0.0021141649,originalScore=13.973931"
12334,700cd0e1-2eea-4b1e-af77-dd89a11e0156,3,"queryMatchName=2.7947865,queryMatchDescription=3.306036,queryMatchCategory=0.0,queryMatchIngredients=2.3604705,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=3.295043,queryMatchAuthorName=0.0,recency=0.047090318,rating=1.0,reviewCount=0.0022853413,keywordCount=0.21875,ingredientCount=0.25,instructionCount=0.037383176,imageCount=0.0021141649,originalScore=13.973931"
176982,3107d07f-00da-44a0-b8e6-cd64674c2110,3,"queryMatchName=2.7947865,queryMatchDescription=2.9472663,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=2.963422,queryMatchReviews=3.8527145,queryMatchAuthorName=0.0,recency=0.06068068,rating=0.9,reviewCount=6.529546E-4,keywordCount=0.375,ingredientCount=0.22727273,instructionCount=0.056074765,imageCount=0.0042283298,originalScore=13.973931"
17006,2b7ec260-2cd1-4538-b60b-f8e485420031,5,"queryMatchName=2.7947865,queryMatchDescription=3.306036,queryMatchCategory=0.0,queryMatchIngredients=2.676467,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=3.4456403,queryMatchAuthorName=0.0,recency=0.047697417,rating=0.9,reviewCount=0.008814887,keywordCount=0.25,ingredientCount=0.18181819,instructionCount=0.06542056,imageCount=0.0042283298,originalScore=13.973931"
186347,7a040b13-f7a2-4bf3-85ed-2ea23425951b,5,"queryMatchName=2.7947865,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=3.7588687,queryMatchAuthorName=0.0,recency=0.06135152,rating=1.0,reviewCount=0.009141365,keywordCount=0.3125,ingredientCount=0.1590909,instructionCount=0.056074765,imageCount=0.006342495,originalScore=13.973931"
67755,831b1d73-f14f-4f39-be3f-bed94d213bed,4,"queryMatchName=2.7947865,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=3.2074966,queryMatchAuthorName=0.0,recency=0.05148559,rating=1.0,reviewCount=0.0032647732,keywordCount=0.28125,ingredientCount=0.25,instructionCount=0.06542056,imageCount=0.006342495,originalScore=13.973931"
70617,8500541b-0097-4dd8-b36f-2445f46d9566,4,"queryMatchName=2.7947865,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=3.3306117,queryMatchAuthorName=0.0,recency=0.0517694,rating=1.0,reviewCount=0.0019588638,keywordCount=0.34375,ingredientCount=0.11363637,instructionCount=0.09345794,imageCount=0.0,originalScore=13.973931"
146683,d905103a-8008-4abe-8d9f-2f29a46c3a71,4,"queryMatchName=2.7947865,queryMatchDescription=3.306036,queryMatchCategory=0.0,queryMatchIngredients=2.769143,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=3.849154,queryMatchAuthorName=0.0,recency=0.05850935,rating=0.9,reviewCount=0.0048971595,keywordCount=0.125,ingredientCount=0.1590909,instructionCount=0.04672897,imageCount=0.006342495,originalScore=13.973931"
