RecipeId,id,score,[features]
267322,a5eb3f59-b4b3-4bab-a554-2169bd07fc04,3,"queryMatchName=2.3910508,queryMatchDescription=2.7158577,queryMatchCategory=3.1261215,queryMatchIngredients=2.0830235,queryMatchKeywords=0.0,queryMatchInstructions=2.4702952,queryMatchReviews=2.6168551,queryMatchAuthorName=0.0,recency=0.06614929,rating=1.0,reviewCount=6.529546E-4,keywordCount=0.21875,ingredientCount=0.06818182,instructionCount=0.06542056,imageCount=0.0,originalScore=20.110416"
75026,cd009727-dbd0-4e8f-93a4-427bed2f3191,3,"queryMatchName=2.184863,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=1.9992995,queryMatchKeywords=1.1336048,queryMatchInstructions=0.0,queryMatchReviews=2.6707618,queryMatchAuthorName=0.0,recency=0.052197304,rating=1.0,reviewCount=0.0026118185,keywordCount=0.4375,ingredientCount=0.06818182,instructionCount=0.04672897,imageCount=0.0,originalScore=21.139862"
45029,7e51a12d-b4fe-4e4f-8ef8-9e4e6f78b68f,4,"queryMatchName=2.184863,queryMatchDescription=2.488954,queryMatchCategory=0.0,queryMatchIngredients=1.3863543,queryMatchKeywords=1.2202129,queryMatchInstructions=1.757349,queryMatchReviews=2.520928,queryMatchAuthorName=0.0,recency=0.049602993,rating=1.0,reviewCount=0.0048971595,keywordCount=0.40625,ingredientCount=0.20454547,instructionCount=0.06542056,imageCount=0.0042283298,originalScore=21.139862"
87116,ba94d7f7-6e8f-4f85-b732-09c168edbe38,3,"queryMatchName=2.184863,queryMatchDescription=2.171719,queryMatchCategory=0.0,queryMatchIngredients=1.5128477,queryMatchKeywords=1.4402914,queryMatchInstructions=0.0,queryMatchReviews=2.407719,queryMatchAuthorName=0.0,recency=0.053252187,rating=0.9,reviewCount=0.0022853413,keywordCount=0.28125,ingredientCount=0.25,instructionCount=0.07476635,imageCount=0.0021141649,originalScore=21.139862"
254153,de07e380-d529-49c3-9b2a-1a009eee8bbb,3,"queryMatchName=2.184863,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=1.6647414,queryMatchKeywords=1.508301,queryMatchInstructions=2.4984488,queryMatchReviews=2.4829245,queryMatchAuthorName=0.0,recency=0.06540511,rating=1.0,reviewCount=0.0013059092,keywordCount=0.25,ingredientCount=0.18181819,instructionCount=0.07476635,imageCount=0.0,originalScore=21.139862"
145672,3443379c-2c47-47e5-ba1c-cfbb8b053b72,3,"queryMatchName=2.184863,queryMatchDescription=2.7524173,queryMatchCategory=0.0,queryMatchIngredients=1.7841647,queryMatchKeywords=1.3211496,queryMatchInstructions=1.3781457,queryMatchReviews=2.4154925,queryMatchAuthorName=0.0,recency=0.058434676,rating=1.0,reviewCount=0.0013059092,keywordCount=0.28125,ingredientCount=0.13636364,instructionCount=0.1495327,imageCount=0.0021141649,originalScore=21.139862"
65429,621d7cde-c87d-403d-b81e-d489b4945356,5,"queryMatchName=2.184863,queryMatchDescription=1.6739006,queryMatchCategory=0.0,queryMatchIngredients=1.7223853,queryMatchKeywords=1.757226,queryMatchInstructions=2.6006036,queryMatchReviews=2.7196116,queryMatchAuthorName=0.0,recency=0.051240698,rating=1.0,reviewCount=0.012079661,keywordCount=0.1875,ingredientCount=0.18181819,instructionCount=0.11214953,imageCount=0.027484143,originalScore=21.139862"
86775,d3acd43c-b914-4d55-8606-5218d16049ff,3,"queryMatchName=1.9398181,queryMatchDescription=2.4297986,queryMatchCategory=3.1261215,queryMatchIngredients=1.9068538,queryMatchKeywords=0.0,queryMatchInstructions=2.0752301,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.053228963,rating=1.0,reviewCount=3.264773E-4,keywordCount=0.21875,ingredientCount=0.25,instructionCount=0.13084112,imageCount=0.0,originalScore=18.768902"
53308,9a8f2939-5b0c-4cd9-bf5a-14b0e6976baf,4,"queryMatchName=1.9398181,queryMatchDescription=1.9262097,queryMatchCategory=0.0,queryMatchIngredients=1.7710664,queryMatchKeywords=1.5830517,queryMatchInstructions=2.1853216,queryMatchReviews=2.6736062,queryMatchAuthorName=0.0,recency=0.050256383,rating=1.0,reviewCount=0.0022853413,keywordCount=0.21875,ingredientCount=0.29545456,instructionCount=0.13084112,imageCount=0.0,originalScore=18.768902"
268412,4684fc87-893a-49d3-827f-d96fde968c3d,3,"queryMatchName=2.184863,queryMatchDescription=1.8231573,queryMatchCategory=0.0,queryMatchIngredients=1.1600356,queryMatchKeywords=0.0,queryMatchInstructions=1.560728,queryMatchReviews=2.6427736,queryMatchAuthorName=0.0,recency=0.06622104,rating=1.0,reviewCount=3.264773E-4,keywordCount=0.125,ingredientCount=0.3181818,instructionCount=0.04672897,imageCount=0.0021141649,originalScore=21.139862"
